Project_ID,Project_Name,Project_Type,Scope_Complexity,Estimated_Cost_USD,Resource_Allocation_Score,Risk_Assessment_Score,Environmental_Impact_Score,Historical_Cost_Deviation_%,Stakeholder_Priority_Score,Time_Estimate_Days,Feasibility_Label,Unnamed: 13,Unnamed: 14,Engineered_Area,Site_Prep_Planned_Cost,Site_Prep_Planned_Days,Site_Prep_Stage_Risk,Foundations_Planned_Cost,Foundations_Planned_Days,Foundations_Stage_Risk,Structure_Planned_Cost,Structure_Planned_Days,Structure_Stage_Risk,Systems_Planned_Cost,Systems_Planned_Days,Systems_Stage_Risk,Finishing_Planned_Cost,Finishing_Planned_Days,Finishing_Stage_Risk,Site_Prep_Actual_Cost,Site_Prep_Actual_Days,Foundations_Actual_Cost,Foundations_Actual_Days,Structure_Actual_Cost,Structure_Actual_Days,Systems_Actual_Cost,Systems_Actual_Days,Finishing_Actual_Cost,Finishing_Actual_Days,Actual_Cost_Total,Actual_Time_Total,Comp_High,Comp_Low,Comp_Medium
P2306,Urban Flyover,Building,Low,5423408,53,32,92,9.92,0.51,284,Feasible,,,2155.42,368442.75,27,27.17,810095.16,43,51.68,1652652.5,63,22.21,1541195.52,73,37.71,1051022.06,78,21.23,400008.41,26,900484.89,47,1785576.45,59,1690404.03,74,1134467.8,72,5910941.58,278,False,True,False
P2307,Industrial Complex,Bridge,High,1842186,87,67,89,9.83,0.84,556,Feasible,,,368.34,108927.2,40,55.03,479900.89,146,100.0,753164.15,222,96.72,245606.15,79,43.25,254587.61,69,24.55,126548.83,48,581301.21,212,909583.12,318,282152.96,89,287228.42,70,2186814.54,737,True,False,False
P2308,Industrial Complex,Bridge,High,5387814,93,63,37,6.35,0.77,334,Not Feasible,,,878.67,320936.92,32,51.25,1216454.9,82,100.0,2456668.52,131,98.55,625124.83,48,40.54,768628.83,41,18.4,359932.18,37,1427524.89,119,2879130.71,189,693937.76,53,835083.79,40,6195609.33,438,True,False,False
P2309,Highway Expansion,Building,Medium,6352727,76,73,97,4.43,0.58,263,Borderline,,,2026.96,515944.42,23,62.37,870525.64,30,100.0,1769687.06,48,49.25,1965650.44,83,82.9,1230919.44,78,43.25,561234.34,27,980482.32,42,1901257.62,53,2179516.48,108,1314872.19,84,6937362.95,314,False,False,True
P2310,Smart Solar Grid,Power Plant,High,2493293,58,59,38,4.91,0.91,393,Feasible,,,342.64,247265.46,62,44.19,283826.98,76,65.55,464956.0,69,39.11,1189189.91,137,76.13,308054.64,50,70.02,271571.83,70,318104.08,95,508177.13,76,1346039.14,180,346706.02,64,2790598.2,485,True,False,False
P2311,Smart Solar Grid,Road,Low,3551314,96,46,97,6.82,0.68,522,Not Feasible,,,7134.97,881184.41,171,78.01,642726.08,94,61.44,905063.35,128,34.96,371905.27,55,27.47,750434.89,74,28.12,980561.47,211,704217.16,108,966913.83,128,394445.23,53,796419.81,71,3842557.5,571,False,True,False
P2312,Highway Expansion,Bridge,Medium,6538917,65,88,59,1.02,0.65,547,Feasible,,,1196.45,560176.45,51,65.61,1091366.34,130,100.0,3143369.56,209,100.0,1035624.74,77,63.03,708379.91,80,32.42,590759.38,61,1188093.82,182,3421965.48,292,1089520.57,92,723785.94,82,7014125.19,709,False,False,True
P2313,Dam Reinforcement,Power Plant,High,2124905,61,39,36,3.28,0.91,505,Borderline,,,236.11,182172.8,61,30.22,239353.44,76,42.13,353351.67,97,25.6,1114529.22,202,53.8,235497.87,69,43.25,194315.9,64,258259.55,85,375214.82,99,1216030.52,239,254372.52,77,2298193.31,564,True,False,False
P2314,Dam Reinforcement,Water Infra,Low,6273887,80,47,79,0.75,0.82,561,Not Feasible,,,3092.45,662772.33,89,55.85,1196663.51,128,59.56,2661941.14,153,31.09,1305722.85,111,41.48,446787.17,80,47.02,678574.58,99,1229500.18,145,2661497.23,150,1318660.31,115,453614.23,85,6341846.53,594,False,True,False
P2315,Highway Expansion,Power Plant,Low,4105958,73,74,61,0.73,0.95,257,Borderline,,,531.21,278649.89,35,54.36,522044.53,40,80.51,734913.4,40,44.21,2103112.61,98,100.0,467237.58,44,89.46,284107.21,39,545469.9,50,742093.23,42,2237121.99,133,492247.49,57,4301039.82,321,False,True,False
P2316,Industrial Complex,Building,Medium,5889196,63,88,91,1.96,0.81,323,Borderline,,,2224.92,265889.0,24,78.45,961481.09,46,100.0,1646711.37,77,58.63,1721110.84,79,100.0,1294003.7,98,42.61,286718.85,31,1057521.7,64,1743080.86,90,1893029.49,110,1349004.06,106,6329354.96,401,False,False,True
P2317,Urban Flyover,Road,Low,6559277,94,91,84,4.85,0.87,421,Not Feasible,,,15219.71,1642721.03,157,100.0,1003985.0,66,100.0,1691531.04,100,81.52,789843.34,48,55.94,1431196.59,51,51.53,1845567.6,213,1127959.13,89,1868477.97,125,851831.42,54,1537072.72,56,7230908.84,537,False,True,False
P2318,Dam Reinforcement,Building,Low,6255203,74,88,72,7.85,0.92,329,Borderline,,,2926.76,349429.62,19,85.78,923121.11,49,100.0,1684387.46,81,54.03,1844975.45,93,92.03,1453289.36,87,54.4,393763.9,24,1053866.78,66,1842592.59,90,2091026.37,122,1590346.8,96,6971596.44,398,False,True,False
P2319,Urban Flyover,Water Infra,Low,4258084,83,78,26,4.85,0.53,138,Feasible,,,2016.38,479042.24,24,96.11,782617.85,28,100.0,1674286.87,46,53.48,941120.99,24,58.51,381016.05,16,71.64,529317.42,32,867822.03,38,1778051.77,51,1004219.52,27,411604.79,19,4591015.53,167,False,True,False
P2320,Smart Solar Grid,Power Plant,High,1204451,52,92,24,3.35,0.89,413,Borderline,,,140.16,78695.54,54,69.02,158649.19,72,97.88,210691.13,71,62.77,599840.95,165,100.0,156574.19,50,100.0,87153.2,69,180443.04,104,231970.6,88,683559.32,239,178426.88,73,1361553.04,573,True,False,False
P2321,Smart Solar Grid,Bridge,Medium,2980290,73,61,43,0.82,0.81,412,Feasible,,,548.82,220523.23,26,42.88,613410.4,99,99.28,1329386.8,176,91.86,462161.59,54,43.8,354807.98,57,27.18,227004.51,28,665587.67,138,1432729.24,238,476164.43,58,359737.52,56,3161223.37,518,False,False,True
P2322,Dam Reinforcement,Water Infra,Medium,4424328,91,39,47,5.5,0.53,594,Feasible,,,1866.79,597349.55,100,44.21,874537.56,148,51.92,1753864.95,168,27.28,880955.75,106,32.26,317620.2,72,39.33,645118.74,109,951446.67,167,1863409.27,166,940516.6,108,341416.77,76,4741908.05,626,False,False,True
P2323,Industrial Complex,Building,High,5749959,58,40,81,2.71,0.75,487,Not Feasible,,,2836.99,368374.7,47,38.49,723529.13,76,67.06,1711379.6,116,24.61,1783286.86,107,44.85,1163388.71,141,24.99,394921.93,51,797010.42,96,1810189.66,118,1923509.32,121,1231015.76,143,6156647.09,529,True,False,False
P2324,Smart Solar Grid,Power Plant,Medium,1403322,75,99,36,6.15,0.54,581,Borderline,,,213.37,88947.0,68,82.97,171979.56,102,100.0,222532.02,86,60.86,765766.0,230,100.0,154097.42,94,100.0,100073.99,89,196536.4,143,245258.5,101,875109.2,321,176100.88,131,1593078.97,785,False,False,True
P2325,Urban Flyover,Building,High,5571843,69,91,39,9.77,0.87,420,Feasible,,,2452.48,230640.62,29,79.82,693787.33,67,100.0,1421988.79,83,70.32,2116879.65,107,100.0,1108546.61,135,37.42,274669.66,39,841671.41,97,1678546.35,106,2568102.64,155,1268329.51,147,6631319.57,544,True,False,False
P2326,Industrial Complex,Bridge,High,5310796,89,76,22,1.11,0.77,492,Feasible,,,1141.07,303608.01,47,54.02,1243902.86,108,100.0,2373036.01,198,100.0,825185.9,69,51.85,565063.22,70,22.45,324659.06,56,1388176.23,157,2648271.26,287,880584.55,81,586144.34,70,5827835.44,651,True,False,False
P2327,Dam Reinforcement,Water Infra,High,6181057,59,63,56,2.12,0.98,281,Borderline,,,2382.73,742928.22,46,74.33,1146767.06,58,80.92,2610112.92,92,44.13,1096622.69,53,52.62,584626.12,31,63.0,818851.23,60,1271713.29,78,2795981.65,104,1184266.08,62,637575.95,38,6708388.2,342,True,False,False
P2328,Smart Solar Grid,Water Infra,High,6541402,68,46,34,4.73,0.59,249,Feasible,,,2935.64,833146.17,48,52.16,1136349.92,56,64.37,2631245.6,71,26.53,1473850.15,44,41.09,466810.15,30,45.85,922833.23,56,1273283.01,70,2843500.22,73,1615332.15,49,513960.71,34,7168909.32,282,True,False,False
P2329,Dam Reinforcement,Road,Medium,5077716,52,83,70,9.69,0.8,163,Feasible,,,14149.72,1303916.23,53,100.0,829029.21,30,100.0,1246397.15,35,68.39,665241.65,26,48.16,1033131.76,20,34.37,1561249.52,74,992641.57,42,1449493.27,43,758991.58,29,1163219.22,21,5925595.16,209,False,False,True
P2330,Industrial Complex,Building,Medium,6037285,73,69,67,7.72,0.61,472,Feasible,,,2024.84,455642.4,34,57.81,891140.2,48,100.0,1564856.53,101,49.27,1545393.49,128,86.31,1580252.39,161,31.63,509058.23,39,1035319.47,67,1734193.06,112,1773080.76,169,1721813.39,163,6773464.91,550,False,False,True
P2331,Industrial Complex,Road,High,5359879,54,48,27,8.98,0.81,202,Feasible,,,10582.98,1350623.5,74,79.88,931231.16,34,62.19,1411994.37,44,43.32,519028.66,24,25.95,1147001.32,26,28.66,1609921.31,99,1091828.83,42,1626092.87,49,587776.72,25,1302358.71,27,6217978.44,242,True,False,False
P2332,Industrial Complex,Water Infra,High,3090545,52,96,32,3.34,0.86,499,Not Feasible,,,1375.42,411024.46,95,100.0,510523.3,112,100.0,1371969.75,135,68.14,610358.31,89,76.78,186669.19,69,100.0,468923.29,138,582438.0,162,1519897.02,171,681637.21,117,212964.29,100,3465859.81,688,True,False,False
P2333,Highway Expansion,Power Plant,Medium,2908802,76,82,67,9.92,0.86,243,Feasible,,,347.04,234758.59,34,62.25,371969.11,36,92.01,570018.54,37,51.39,1403543.92,91,100.0,328511.84,45,94.69,268309.76,40,437040.55,49,644823.81,42,1661142.67,127,386928.23,62,3398245.02,320,False,False,True
P2334,Highway Expansion,Road,High,2548075,65,93,22,1.03,0.91,146,Feasible,,,4242.82,563064.39,56,100.0,439444.83,23,100.0,679286.97,31,77.93,324216.69,20,47.83,542062.13,16,51.07,629819.21,81,491543.77,33,744575.94,41,345454.89,23,579356.47,19,2790750.28,197,True,False,False
P2335,Urban Flyover,Power Plant,High,1493948,98,76,84,0.53,0.93,423,Borderline,,,178.48,129482.9,44,62.24,153555.12,73,86.07,279200.76,79,48.06,776198.17,170,100.0,155511.04,57,82.49,138606.73,54,168062.71,100,294884.53,91,860428.04,247,169642.39,77,1631624.4,569,True,False,False
P2336,Industrial Complex,Road,High,5168962,64,35,92,8.56,0.54,469,Not Feasible,,,10057.42,1129917.92,182,59.32,840813.25,75,43.49,1350237.33,109,30.03,711851.96,52,21.17,1136141.55,52,20.99,1315424.82,221,964228.14,84,1528452.5,114,798876.59,52,1274811.27,52,5881793.32,523,True,False,False
P2337,Industrial Complex,Building,High,4744085,84,45,50,9.27,0.67,126,Feasible,,,1934.32,276721.31,12,40.59,576068.41,16,79.17,1289506.1,25,30.64,1630298.73,34,54.26,971490.45,39,20.34,315964.66,13,682150.47,21,1458299.26,26,1885954.37,40,1087676.41,39,5430045.17,139,True,False,False
P2338,Smart Solar Grid,Building,Medium,5908240,61,47,45,0.91,0.84,530,Borderline,,,1953.55,387554.18,42,40.72,660152.46,69,82.65,1408546.15,105,31.04,1866510.6,126,52.56,1585476.6,188,28.03,399033.13,45,707090.42,90,1436776.51,106,1943658.43,143,1612531.66,187,6099090.15,571,False,False,True
P2339,Urban Flyover,Water Infra,Medium,6754658,90,81,75,1.13,0.75,460,Feasible,,,3486.48,786554.46,81,98.24,1081820.96,110,100.0,2658309.72,152,46.68,1648458.27,70,67.45,579514.59,48,81.08,857784.94,112,1181681.51,154,2762942.63,167,1747341.78,85,622120.58,62,7171871.44,580,False,False,True
P2340,Urban Flyover,Building,Low,1780641,93,77,53,0.33,0.6,318,Not Feasible,,,592.02,150968.57,19,67.18,256951.81,35,100.0,511534.3,72,61.98,459154.92,86,86.94,402031.4,106,42.37,155187.61,22,272255.83,47,523267.7,83,480726.03,110,403659.06,110,1835096.23,372,False,True,False
P2341,Dam Reinforcement,Road,Low,5466134,75,72,28,1.05,0.78,231,Feasible,,,9483.04,1202254.84,82,100.0,889359.14,40,95.49,1407570.02,49,66.62,791014.02,30,41.16,1175935.98,31,34.37,1294403.1,111,953599.28,53,1469467.74,58,806087.12,31,1190528.83,31,5714086.07,284,False,True,False
P2342,Industrial Complex,Road,Low,2554205,96,68,81,2.09,0.7,208,Feasible,,,4503.84,608462.61,64,100.0,437913.71,41,88.83,707232.48,51,52.41,257740.68,22,41.61,542855.52,30,38.2,658576.71,87,469168.02,53,732363.93,56,264160.51,23,554555.56,31,2678824.73,250,False,True,False
P2343,Smart Solar Grid,Power Plant,Low,2704597,83,78,32,9.7,0.7,247,Borderline,,,324.94,157950.83,32,60.59,373841.57,38,84.77,433698.48,41,53.76,1371439.78,92,100.0,367666.35,43,86.36,176385.2,37,426990.25,48,481196.34,45,1588408.24,125,420552.63,55,3093532.66,310,False,True,False
P2344,Dam Reinforcement,Bridge,Low,4765689,72,41,88,6.68,0.9,349,Not Feasible,,,947.71,321506.04,30,32.61,895030.73,81,70.01,2070250.47,145,63.92,689143.42,50,25.7,789758.34,43,12.75,340145.59,30,981217.22,97,2256686.55,168,724218.05,48,819475.26,38,5121742.67,381,False,True,False
P2345,Highway Expansion,Road,Low,3551331,80,39,60,7.79,0.7,137,Not Feasible,,,8487.01,835599.02,45,68.25,597679.5,25,51.85,930049.4,31,31.48,386099.0,18,18.35,801904.08,17,25.06,931031.95,53,655716.23,27,1000600.21,30,410099.75,16,857364.45,16,3854812.59,142,False,True,False
P2346,Industrial Complex,Power Plant,Low,4127748,99,84,96,7.76,0.51,408,Feasible,,,676.84,324360.84,47,64.18,417610.25,66,92.38,666430.0,70,58.97,2205512.37,169,100.0,513834.54,55,93.62,357141.17,55,471999.24,87,730187.86,79,2510143.75,229,581414.89,73,4650886.91,523,False,True,False
P2347,Urban Flyover,Water Infra,High,1835036,69,30,20,5.35,0.53,280,Feasible,,,735.3,251856.35,47,36.12,330177.79,63,40.88,777867.77,74,16.89,344176.75,56,26.59,130957.34,40,29.52,275735.57,51,363143.56,70,835813.88,72,373343.32,57,142460.5,42,1990496.83,292,True,False,False
P2348,Industrial Complex,Building,Low,3369822,61,78,66,7.97,0.93,471,Not Feasible,,,1097.44,171590.3,39,78.19,498766.99,58,100.0,1060836.79,101,48.47,980734.32,143,89.76,657893.59,130,33.81,191872.38,48,569003.34,79,1153530.32,109,1108425.91,186,705376.22,129,3728208.17,551,False,True,False
P2349,Industrial Complex,Building,Low,5001070,72,65,23,5.96,0.98,497,Feasible,,,2350.38,259634.55,28,60.66,665475.0,68,100.0,1515207.97,124,41.83,1593282.86,121,75.3,967469.62,156,28.09,280637.15,32,745986.41,92,1608701.97,129,1745938.81,148,1013619.51,151,5394883.85,552,False,True,False
P2350,Highway Expansion,Road,Low,3388278,53,50,82,3.15,0.84,400,Feasible,,,5250.27,867876.39,143,89.34,615425.67,69,63.47,822550.04,94,41.24,374804.63,44,26.77,707621.28,50,29.17,940610.31,185,651162.32,80,852121.61,97,382883.39,42,724563.43,49,3551341.06,453,False,True,False
P2351,Smart Solar Grid,Building,Medium,3883791,72,66,71,5.61,0.68,517,Feasible,,,1284.12,158303.15,35,55.83,497731.26,74,100.0,1071995.18,131,48.41,1286622.47,115,73.81,869138.93,162,31.92,172944.5,40,566514.2,103,1162912.9,145,1429557.99,144,928022.35,165,4259951.94,597,False,False,True
P2352,Smart Solar Grid,Water Infra,High,6474921,97,53,29,5.34,0.97,541,Feasible,,,2628.56,845790.45,92,64.41,1154895.99,107,69.47,2596061.74,174,36.33,1504596.52,104,41.84,373576.3,65,52.95,952974.27,114,1307437.48,136,2847885.59,188,1659321.46,116,416386.38,77,7184005.18,631,True,False,False
P2353,Smart Solar Grid,Bridge,Low,5180413,97,84,47,8.23,0.83,285,Feasible,,,915.7,305298.04,20,68.5,1116340.98,81,100.0,2296565.6,105,100.0,695394.66,38,50.52,766813.72,41,26.4,339069.47,24,1276379.12,110,2625800.21,142,759321.71,41,818081.66,39,5818652.17,356,False,True,False
P2354,Dam Reinforcement,Road,High,4496605,50,54,25,9.82,0.92,379,Feasible,,,7970.71,995057.24,144,95.13,784061.84,58,73.38,1136492.18,90,40.94,592099.24,49,32.34,988894.49,38,28.21,1208980.11,205,933704.03,75,1312494.72,100,678145.17,52,1128072.98,39,5261397.01,471,True,False,False
P2355,Smart Solar Grid,Water Infra,Low,5948600,74,36,46,4.11,0.88,483,Feasible,,,2387.21,767385.93,85,43.09,1006845.32,108,48.21,2442020.95,145,21.92,1359838.31,80,33.21,372509.49,64,33.58,801509.28,89,1056778.57,116,2498844.47,135,1406853.31,79,385526.63,64,6149512.26,483,False,True,False
P2356,Dam Reinforcement,Power Plant,Medium,2305487,51,53,31,7.63,0.69,309,Not Feasible,,,292.08,161683.15,41,41.61,296152.41,58,58.0,381818.84,55,35.91,1108264.42,116,69.78,357568.18,38,59.69,177415.23,44,330082.07,67,416677.82,57,1248989.72,142,399170.74,45,2572335.58,355,False,False,True
P2357,Highway Expansion,Bridge,High,6311499,79,40,81,1.0,0.74,457,Feasible,,,1172.8,415377.4,46,28.6,1533004.31,127,65.96,2838132.73,164,59.95,765043.22,54,28.41,759941.35,65,17.08,433007.94,48,1656116.05,159,3048769.3,200,797367.89,56,783324.43,63,6718585.61,526,True,False,False
P2358,Industrial Complex,Road,High,1308623,52,41,71,7.77,0.59,385,Feasible,,,2032.89,349354.06,133,73.91,207221.88,67,47.89,338796.43,90,34.83,129430.64,47,25.08,283819.99,48,23.29,406059.43,173,235021.3,77,379458.04,97,143598.79,48,314338.54,48,1478476.1,443,True,False,False
P2359,Dam Reinforcement,Building,Low,4647371,70,64,67,3.71,0.65,410,Feasible,,,1976.61,321378.55,29,57.29,697634.42,61,100.0,1344999.16,81,51.8,1307042.16,116,69.52,976316.71,123,35.32,338792.83,33,765145.07,83,1410517.17,89,1393803.99,138,1007832.88,124,4916091.94,467,False,True,False
P2360,Highway Expansion,Road,Low,4296903,74,92,86,0.39,0.89,474,Feasible,,,7601.68,934476.55,166,100.0,739492.87,78,100.0,1104914.2,111,80.51,550778.29,54,52.57,967241.08,65,51.11,997666.54,225,789497.92,106,1158728.43,139,562667.87,59,986750.19,71,4495310.95,600,False,True,False
P2361,Dam Reinforcement,Power Plant,Medium,3268115,69,97,65,3.63,0.95,479,Borderline,,,500.26,230629.67,57,82.17,360864.11,95,100.0,592012.71,91,63.1,1730653.54,155,100.0,353954.97,80,100.0,253206.12,74,402716.95,133,638511.44,108,1931373.88,217,395006.49,112,3620814.88,644,False,False,True
P2362,Highway Expansion,Building,Medium,2190402,98,86,93,6.11,0.86,398,Not Feasible,,,906.5,108245.42,36,82.68,305252.01,45,100.0,688144.91,88,60.83,526948.14,116,94.7,561811.51,113,46.62,121792.43,47,348948.93,63,758641.07,104,599478.55,159,611069.09,124,2439930.07,497,False,False,True
P2363,Smart Solar Grid,Bridge,Low,6998223,71,42,34,1.19,0.73,336,Not Feasible,,,1189.05,427801.36,23,32.36,1697356.74,89,68.93,2701490.87,128,66.73,1065459.3,57,25.13,1106114.74,39,16.86,429310.98,23,1763685.16,106,2801281.02,150,1061730.94,54,1093352.02,35,7149360.12,368,False,True,False
P2364,Smart Solar Grid,Road,Medium,2147116,70,52,90,9.24,0.54,440,Feasible,,,3459.28,485907.08,164,89.45,333952.41,71,72.98,571747.08,101,41.64,294148.87,56,31.82,461360.57,47,24.11,567809.7,219,384342.56,88,638798.49,108,325546.78,57,506791.54,46,2423289.07,518,False,False,True
P2365,Highway Expansion,Water Infra,Medium,3956566,82,68,55,0.78,0.53,457,Feasible,,,2053.99,577350.8,70,83.14,714712.7,106,92.97,1609192.91,137,41.73,788724.24,86,53.42,266585.35,57,68.75,617946.21,91,771908.9,144,1656492.93,147,821018.71,98,281539.1,70,4148905.85,550,False,False,True
P2366,Urban Flyover,Power Plant,Low,4772763,87,41,33,9.3,0.69,326,Feasible,,,699.85,298415.69,43,32.96,501158.27,56,43.18,834864.81,51,25.54,2489772.45,124,54.77,648551.79,53,48.55,323499.89,43,548659.79,59,898540.66,49,2756045.62,138,713678.78,57,5240424.74,346,False,True,False
P2367,Highway Expansion,Road,Low,1310375,64,63,97,7.07,0.73,272,Borderline,,,3913.92,282678.46,99,100.0,217378.08,52,77.74,367534.03,61,58.49,162707.72,32,39.07,280076.7,28,31.96,320696.82,134,241623.41,64,401230.16,69,174366.17,33,298091.16,28,1436007.72,328,False,True,False
P2368,Dam Reinforcement,Water Infra,Low,3126453,95,60,22,3.3,0.8,599,Feasible,,,1457.33,430433.39,89,68.38,536880.31,136,82.31,1141368.69,193,37.98,734414.23,106,55.44,283356.38,74,55.9,456467.07,105,576775.62,171,1175960.38,197,769400.36,118,296984.33,83,3275587.76,674,False,True,False
P2369,Highway Expansion,Road,Low,2271300,64,91,86,3.91,0.5,300,Feasible,,,4021.23,497696.45,118,100.0,410732.57,45,100.0,614953.0,65,72.6,309573.29,34,44.75,438344.69,39,58.03,548027.62,160,452269.24,61,660275.13,78,323758.43,36,464257.53,44,2448587.95,379,False,True,False
P2370,Industrial Complex,Power Plant,High,4659731,95,42,38,7.41,0.99,331,Feasible,,,579.77,344543.31,45,35.77,616459.39,62,44.85,719454.85,52,26.68,2423426.53,107,58.21,555846.92,65,44.48,384396.7,49,693794.61,70,795629.99,53,2762321.47,129,625356.73,73,5261499.5,374,True,False,False
P2371,Urban Flyover,Road,High,6238631,74,60,95,6.01,0.68,392,Feasible,,,10595.57,1351707.37,125,100.0,961812.3,78,76.54,1808785.92,88,53.91,844689.86,48,30.96,1271635.55,53,31.03,1596524.75,181,1111784.94,103,2046873.41,104,935059.8,50,1407778.25,56,7098021.15,494,True,False,False
P2372,Highway Expansion,Building,Medium,5388087,70,31,73,6.72,0.92,560,Feasible,,,1776.38,430438.52,41,27.93,807660.63,88,51.71,1280033.4,92,26.86,1537930.66,166,35.82,1332023.78,173,12.69,462862.62,41,888591.9,99,1375023.03,91,1666473.77,172,1411126.45,157,5804077.77,560,False,False,True
P2373,Urban Flyover,Building,Medium,4842411,73,44,88,3.89,0.77,322,Feasible,,,2023.24,240718.87,30,41.62,599207.9,37,75.05,1285636.39,75,37.53,1829145.05,87,46.56,887702.78,93,19.24,255406.42,32,656173.31,47,1358723.82,79,1949955.27,96,921629.59,88,5141888.41,342,False,False,True
P2374,Urban Flyover,Water Infra,Medium,2015416,54,86,29,4.88,0.57,324,Not Feasible,,,789.8,264892.81,62,98.36,326844.22,71,100.0,886632.53,91,59.68,357714.67,62,74.02,179331.77,38,84.61,298821.1,86,369257.97,99,964972.15,107,394589.48,78,199768.6,50,2227409.3,420,False,False,True
P2375,Highway Expansion,Building,Low,5863059,55,63,52,9.9,0.9,592,Not Feasible,,,2036.85,336716.63,52,51.82,904846.69,78,100.0,1413668.08,112,47.58,2161810.06,174,69.41,1046017.54,177,38.26,374224.62,57,1051705.27,106,1564807.85,120,2442801.28,207,1147549.57,181,6581088.59,671,False,True,False
P2376,Highway Expansion,Bridge,Medium,3314181,98,97,32,2.14,0.85,523,Feasible,,,697.63,201330.69,50,74.94,759609.1,117,100.0,1498104.33,216,100.0,440489.31,61,65.36,414647.56,79,39.83,216448.09,63,835684.6,163,1648140.76,302,469344.05,73,431222.1,84,3600839.6,685,False,False,True
P2377,Smart Solar Grid,Bridge,High,6101973,92,58,70,4.18,0.76,503,Borderline,,,1185.18,529438.27,30,43.24,1143097.22,138,99.63,2450962.42,212,90.24,1043730.06,62,36.59,934745.02,61,20.3,577396.83,34,1314027.88,200,2793403.0,296,1131019.35,67,997001.65,60,6812848.71,657,True,False,False
P2378,Highway Expansion,Road,Low,6299153,97,95,51,2.92,0.76,272,Feasible,,,11796.3,1264520.42,99,100.0,1049324.82,42,100.0,1740246.09,57,88.0,836909.69,36,46.27,1408151.98,37,52.61,1389813.02,134,1153295.17,57,1891809.52,74,874903.62,38,1480999.34,41,6790820.67,344,False,True,False
P2379,Highway Expansion,Bridge,Low,4404231,93,45,94,7.65,0.54,289,Feasible,,,923.96,340592.84,22,32.45,886770.16,82,77.55,2055905.25,107,69.86,593242.89,33,25.52,527719.86,45,19.61,363550.41,22,987890.03,101,2273998.35,127,628979.91,31,556285.35,41,4810704.05,322,False,True,False
P2380,Smart Solar Grid,Bridge,Medium,6859046,96,68,43,7.64,0.83,548,Feasible,,,1245.97,422511.96,54,49.68,1421022.49,160,100.0,2990647.11,195,100.0,933574.43,71,41.94,1091290.0,69,20.98,467704.16,60,1648424.03,224,3469230.5,272,1025810.07,76,1174986.05,66,7786154.81,698,False,False,True
P2381,Smart Solar Grid,Power Plant,High,4265696,72,66,54,2.92,0.96,360,Feasible,,,664.33,342189.87,37,51.92,492233.96,68,75.67,769450.77,54,40.03,2187170.12,153,83.74,474651.29,48,78.64,371547.31,43,546531.11,89,826020.77,60,2446650.46,208,528464.05,64,4719213.7,464,True,False,False
P2382,Industrial Complex,Power Plant,Medium,5572148,53,50,89,0.81,0.55,406,Feasible,,,626.75,482277.23,57,38.45,622980.73,75,54.1,890825.2,65,35.18,2934786.69,143,67.67,641278.16,67,54.6,494332.2,60,648176.05,86,910216.95,67,3092787.88,174,667529.97,77,5813043.05,464,False,False,True
P2383,Highway Expansion,Bridge,Low,5205003,76,73,59,0.11,0.63,364,Not Feasible,,,988.87,387260.09,33,57.83,1190320.64,104,100.0,2318448.64,130,100.0,642944.48,42,50.41,666029.15,55,21.12,393885.79,37,1258949.58,141,2452120.76,176,649357.72,46,653915.62,51,5408229.47,451,False,True,False
P2384,Dam Reinforcement,Power Plant,Medium,4341861,67,48,73,4.27,0.95,440,Feasible,,,510.99,208955.87,53,38.56,441788.02,92,51.28,807992.18,76,28.94,2317614.52,167,67.66,565510.41,51,53.56,221527.8,56,474104.86,104,848670.83,76,2525900.52,203,608193.74,58,4678397.75,497,False,False,True
P2385,Urban Flyover,Bridge,Low,5728307,70,37,63,4.1,0.64,555,Feasible,,,1158.25,376691.3,30,25.57,1345778.83,167,65.11,2594100.44,229,53.78,715109.81,59,22.97,696626.62,70,17.56,386321.91,29,1433397.34,195,2733601.34,253,731533.25,55,708856.84,64,5993710.68,596,False,True,False
P2386,Smart Solar Grid,Water Infra,Low,3615804,77,95,81,9.88,0.83,199,Not Feasible,,,1519.74,465729.16,35,100.0,589621.86,46,100.0,1528474.47,57,50.83,783913.55,36,72.07,248064.96,25,100.0,540940.2,47,684840.45,62,1695952.93,62,887389.85,43,288125.2,34,4097248.63,248,False,True,False
P2387,Highway Expansion,Power Plant,High,5312717,84,70,87,4.7,0.77,211,Feasible,,,704.89,260319.03,26,59.63,612192.71,38,73.9,897961.36,32,43.15,2853196.91,81,87.28,689047.0,33,86.04,289660.27,32,690368.18,49,983633.2,36,3257631.18,112,785820.65,45,6007113.48,274,True,False,False
P2388,Dam Reinforcement,Bridge,High,2982243,71,99,52,2.56,0.8,268,Feasible,,,593.2,192212.91,17,70.78,673667.89,62,100.0,1247601.37,113,100.0,480893.33,37,70.11,387867.5,40,31.57,211687.12,22,762167.03,90,1411497.63,164,529284.04,47,411522.63,42,3326158.45,365,True,False,False
P2389,Urban Flyover,Bridge,Medium,2692128,89,90,96,8.91,0.71,149,Feasible,,,526.96,181148.18,13,68.29,654169.61,36,100.0,1205299.34,57,100.0,361779.81,21,55.6,289731.07,22,38.77,206338.62,16,767256.25,50,1413660.06,80,407193.74,24,320901.58,23,3115350.25,193,False,False,True
